序号,景区名称,客流数,舒适度,时间
463063,锦江乐园,0,舒适,2018/7/22 12:15
463064,朱家角古镇,2222,一般,2018/7/22 12:15
463065,上海汽车博览公园,42,舒适,2018/7/22 12:15
463066,上海马陆葡萄艺术村,63,舒适,2018/7/22 12:15
463067,华亭人家·毛桥村,49,舒适,2018/7/22 12:15
463068,上海顾村公园景区,62,舒适,2018/7/22 12:15
463069,锦江乐园,0,舒适,2018/7/22 12:15
463070,上海南翔景区,2336,较舒适,2018/7/22 12:15
463071,上海植物园,3,舒适,2018/7/22 12:14
463072,上海鲁迅公园,1246,舒适,2018/7/22 12:14
463073,上海古猗园,641,舒适,2018/7/22 12:14
463074,中国航海博物馆,0,舒适,2018/7/22 12:14
463075,上海玻璃博物馆,0,舒适,2018/7/22 12:14
463076,上海辰山植物园,16,舒适,2018/7/22 12:14
463077,上海影视乐园,200,舒适,2018/7/22 12:14
463078,上海植物园,3,舒适,2018/7/22 12:13
463079,上海国际旅游度假区,33794,舒适,2018/7/22 12:13
463080,东方假日田园,0,舒适,2018/7/22 12:13
463081,上海世纪公园,99,舒适,2018/7/22 12:13
463082,上海佘山国家森林公园·西佘山园,104,舒适,2018/7/22 12:13
463083,上海佘山国家森林公园·东佘山园,57,舒适,2018/7/22 12:13
463084,上海和平公园,278,舒适,2018/7/22 12:13
463085,上海老码头景区,203,舒适,2018/7/22 12:13
463086,上海鲁迅公园,1243,舒适,2018/7/22 12:12
463087,上海植物园,3,舒适,2018/7/22 12:12
463088,上海大观园,22,舒适,2018/7/22 12:12
463089,上海召稼楼景区,0,舒适,2018/7/22 12:11
463090,上海召稼楼景区,0,舒适,2018/7/22 12:11
463091,上海科技馆,10500,拥挤,2018/7/22 12:11
463092,上海月湖雕塑公园,20,舒适,2018/7/22 12:11
463093,上海鲁迅公园,1235,舒适,2018/7/22 12:10
463094,上海长风公园,0,舒适,2018/7/22 12:10
463095,上海植物园,3,舒适,2018/7/22 12:10
463096,上海野生动物园,1167,舒适,2018/7/22 12:10
463097,上海顾村公园景区,61,舒适,2018/7/22 12:10
463098,上海老码头景区,380,舒适,2018/7/22 12:10
463099,上海徐家汇源景区,644,舒适,2018/7/22 12:09
463100,上海海湾国家森林公园,0,舒适,2018/7/22 12:09
463101,上海玻璃博物馆,0,舒适,2018/7/22 12:09
463102,上海古猗园,641,舒适,2018/7/22 12:09
463103,上海田子坊景区,972,舒适,2018/7/22 12:09
463104,上海植物园,3,舒适,2018/7/22 12:09
463105,上海国际旅游度假区,33794,舒适,2018/7/22 12:09
463106,上海植物园,3,舒适,2018/7/22 12:08
463107,上海鲁迅公园,1228,舒适,2018/7/22 12:08
463108,上海影视乐园,200,舒适,2018/7/22 12:08
463109,东方假日田园,0,舒适,2018/7/22 12:08
463110,上海佘山国家森林公园·东佘山园,57,舒适,2018/7/22 12:08
463111,上海佘山国家森林公园·西佘山园,108,舒适,2018/7/22 12:08
463112,上海植物园,3,舒适,2018/7/22 12:07
463113,上海大观园,22,舒适,2018/7/22 12:07
463114,上海老码头景区,257,舒适,2018/7/22 12:07
463115,上海自然博物馆（上海科技馆分馆）,4537,一般,2018/7/22 12:06
463116,上海月湖雕塑公园,20,舒适,2018/7/22 12:06
463117,上海科技馆,10551,拥挤,2018/7/22 12:06
463118,上海召稼楼景区,0,舒适,2018/7/22 12:06
463119,上海召稼楼景区,0,舒适,2018/7/22 12:06
463120,上海植物园,3,舒适,2018/7/22 12:06
463121,上海鲁迅公园,1222,舒适,2018/7/22 12:06
463122,上海召稼楼景区,0,舒适,2018/7/22 12:06
463123,上海野生动物园,1205,舒适,2018/7/22 12:05
463124,上海顾村公园景区,48,舒适,2018/7/22 12:05
463125,中国航海博物馆,0,舒适,2018/7/22 12:05
463126,上海植物园,3,舒适,2018/7/22 12:05
463127,上海鲁迅公园,1216,舒适,2018/7/22 12:04
463128,上海玻璃博物馆,0,舒适,2018/7/22 12:04
463129,上海古猗园,641,舒适,2018/7/22 12:04
463130,上海老码头景区,435,舒适,2018/7/22 12:04
463131,上海世纪公园,97,舒适,2018/7/22 12:03
463132,上海植物园,3,舒适,2018/7/22 12:03
463133,上海佘山国家森林公园·西佘山园,104,舒适,2018/7/22 12:03
463134,上海和平公园,258,舒适,2018/7/22 12:03
463135,东方假日田园,0,舒适,2018/7/22 12:03
463136,上海田子坊景区,990,舒适,2018/7/22 12:03
463137,上海影视乐园,200,舒适,2018/7/22 12:03
463138,上海佘山国家森林公园·东佘山园,57,舒适,2018/7/22 12:03
463139,上海植物园,3,舒适,2018/7/22 12:02
463140,上海鲁迅公园,1212,舒适,2018/7/22 12:02
463141,上海国际旅游度假区--星愿公园,0,舒适,2018/7/22 12:02
463142,上海国际旅游度假区--迪士尼乐园,0,舒适,2018/7/22 12:02
463143,上海大观园,22,舒适,2018/7/22 12:02
463144,上海植物园,3,舒适,2018/7/22 12:01
463145,上海科技馆,10514,拥挤,2018/7/22 12:01
463146,上海召稼楼景区,0,舒适,2018/7/22 12:01
463147,上海召稼楼景区,0,舒适,2018/7/22 12:01
463148,上海月湖雕塑公园,22,舒适,2018/7/22 12:01
463149,上海植物园,3,舒适,2018/7/22 12:00
463150,上海顾村公园景区,64,舒适,2018/7/22 12:00
463151,锦江乐园,0,舒适,2018/7/22 12:00
463152,上海鲁迅公园,1199,舒适,2018/7/22 12:00
463153,上海豫园,665,舒适,2018/7/22 12:00
463154,上海鲜花港,0,舒适,2018/7/22 12:00
463155,上海嘉定州桥,2020,舒适,2018/7/22 12:00
463156,上海市青少年校外活动营地——东方绿舟,36,舒适,2018/7/22 12:00
463157,碧海金沙景区,0,舒适,2018/7/22 12:00
463158,上海南翔景区,2320,较舒适,2018/7/22 12:00
463159,上海花米庄行乡村旅游景区,0,舒适,2018/7/22 12:00
463160,上海汽车博览公园,15,舒适,2018/7/22 12:00
463161,上海玉穗绿苑,0,舒适,2018/7/22 12:00
463162,上海马陆葡萄艺术村,51,舒适,2018/7/22 12:00
463163,上海中医药博物馆,20,舒适,2018/7/22 12:00
463164,上海国际赛车场旅游景区,86,舒适,2018/7/22 12:00
463165,上海都市菜园景区,0,舒适,2018/7/22 12:00
463166,上海宏泰园,2198,较舒适,2018/7/22 12:00
463167,上海老码头景区,312,舒适,2018/7/22 12:00
463168,华亭人家·毛桥村,51,舒适,2018/7/22 12:00
463169,锦江乐园,0,舒适,2018/7/22 12:00
463170,上海古猗园,641,舒适,2018/7/22 11:59
463171,上海玻璃博物馆,0,舒适,2018/7/22 11:59
463172,上海植物园,3,舒适,2018/7/22 11:59
463173,上海野生动物园,1221,舒适,2018/7/22 11:59
463174,上海辰山植物园,16,舒适,2018/7/22 11:59
463175,上海鲁迅公园,1191,舒适,2018/7/22 11:58
463176,东方假日田园,0,舒适,2018/7/22 11:58
463177,上海植物园,3,舒适,2018/7/22 11:58
463178,上海国际旅游度假区--奕欧来精品购物村,0,舒适,2018/7/22 11:58
463179,上海影视乐园,200,舒适,2018/7/22 11:58
463180,上海大观园,22,舒适,2018/7/22 11:57
463181,上海佘山国家森林公园·西佘山园,104,舒适,2018/7/22 11:57
463182,上海老码头景区,489,舒适,2018/7/22 11:57
463183,上海田子坊景区,976,舒适,2018/7/22 11:57
463184,上海佘山国家森林公园·东佘山园,57,舒适,2018/7/22 11:57
463185,中国航海博物馆,0,舒适,2018/7/22 11:56
463186,上海召稼楼景区,0,舒适,2018/7/22 11:56
463187,上海植物园,3,舒适,2018/7/22 11:56
463188,上海鲁迅公园,1187,舒适,2018/7/22 11:56
463189,上海召稼楼景区,0,舒适,2018/7/22 11:56
463190,上海顾村公园景区,65,舒适,2018/7/22 11:55
463191,上海博物馆,2524,一般,2018/7/22 11:55
463192,长风海洋世界景区,43,舒适,2018/7/22 11:55
463193,上海月湖雕塑公园,22,舒适,2018/7/22 11:55
463194,上海植物园,3,舒适,2018/7/22 11:55
463195,上海长风公园,0,舒适,2018/7/22 11:55
463196,上海韩湘水博园,85,舒适,2018/7/22 11:55
463197,廊下生态园,0,舒适,2018/7/22 11:55
463198,朱家角古镇,2076,一般,2018/7/22 11:55
463199,上海国际时尚中心,131,舒适,2018/7/22 11:55
463200,上海城市规划展示馆,0,舒适,2018/7/22 11:55
463201,上海杜莎夫人蜡像馆,917,较舒适,2018/7/22 11:55
463202,上海M50创意园,274,舒适,2018/7/22 11:55
463203,上海海洋水族馆,1893,较舒适,2018/7/22 11:55
463204,上海科技馆,10523,拥挤,2018/7/22 11:55
463205,金茂大厦88层观光厅,0,舒适,2018/7/22 11:54
463206,上海鲁迅公园,1178,舒适,2018/7/22 11:54
463207,上海古猗园,641,舒适,2018/7/22 11:54
463208,上海老码头景区,223,舒适,2018/7/22 11:54
463209,上海野生动物园,1268,舒适,2018/7/22 11:54
463210,上海海湾国家森林公园,0,舒适,2018/7/22 11:54
463211,上海植物园,3,舒适,2018/7/22 11:54
463212,上海玻璃博物馆,0,舒适,2018/7/22 11:54
463213,上海世纪公园,102,舒适,2018/7/22 11:53
463214,上海影视乐园,200,舒适,2018/7/22 11:53
463215,东方假日田园,0,舒适,2018/7/22 11:53
463216,上海植物园,3,舒适,2018/7/22 11:53
463217,上海植物园,3,舒适,2018/7/22 11:52
463218,上海鲁迅公园,1152,舒适,2018/7/22 11:52
463219,上海佘山国家森林公园·东佘山园,57,舒适,2018/7/22 11:52
463220,上海大观园,22,舒适,2018/7/22 11:52
463221,上海佘山国家森林公园·西佘山园,109,舒适,2018/7/22 11:52
463222,上海田子坊景区,984,舒适,2018/7/22 11:52
463223,上海植物园,3,舒适,2018/7/22 11:51
463224,上海召稼楼景区,0,舒适,2018/7/22 11:51
463225,上海召稼楼景区,0,舒适,2018/7/22 11:51
463226,上海老码头景区,400,舒适,2018/7/22 11:51
463227,上海召稼楼景区,0,舒适,2018/7/22 11:51
463228,上海宝山国际民间艺术博览馆景区,187,舒适,2018/7/22 11:50
463229,上海鲁迅公园,1138,舒适,2018/7/22 11:50
463230,上海宋庆龄故居纪念馆,0,舒适,2018/7/22 11:50
463231,上海顾村公园景区,61,舒适,2018/7/22 11:50
463232,上海月湖雕塑公园,22,舒适,2018/7/22 11:50
463233,上海植物园,3,舒适,2018/7/22 11:50
463234,上海科技馆,10532,拥挤,2018/7/22 11:50
463235,上海野生动物园,1287,舒适,2018/7/22 11:49
463236,上海玻璃博物馆,0,舒适,2018/7/22 11:49
463237,上海古猗园,641,舒适,2018/7/22 11:49
463238,上海鲁迅公园,1140,舒适,2018/7/22 11:48
463239,东方假日田园,0,舒适,2018/7/22 11:48
463240,上海植物园,3,舒适,2018/7/22 11:48
463241,上海老码头景区,277,舒适,2018/7/22 11:48
463242,上海影视乐园,200,舒适,2018/7/22 11:48
463243,上海大观园,22,舒适,2018/7/22 11:47
463244,上海植物园,3,舒适,2018/7/22 11:47
463245,上海佘山国家森林公园·东佘山园,57,舒适,2018/7/22 11:47
463246,上海佘山国家森林公园·西佘山园,115,舒适,2018/7/22 11:47
463247,上海鲁迅公园,1107,舒适,2018/7/22 11:46
463248,上海田子坊景区,985,舒适,2018/7/22 11:46
463249,上海植物园,3,舒适,2018/7/22 11:46
463250,上海召稼楼景区,0,舒适,2018/7/22 11:46
463251,上海召稼楼景区,0,舒适,2018/7/22 11:46
463252,上海闻道园,85,舒适,2018/7/22 11:45
463253,上海顾村公园景区,55,舒适,2018/7/22 11:45
463254,锦江乐园,0,舒适,2018/7/22 11:45
463255,锦江乐园,0,舒适,2018/7/22 11:45
463256,上海植物园,3,舒适,2018/7/22 11:45
463257,上海月湖雕塑公园,20,舒适,2018/7/22 11:45
463258,上海南翔景区,2297,较舒适,2018/7/22 11:45
463259,上海汽车博览公园,12,舒适,2018/7/22 11:45
463260,上海马陆葡萄艺术村,49,舒适,2018/7/22 11:45
463261,上海国际赛车场旅游景区,86,舒适,2018/7/22 11:45
463262,上海宏泰园,2190,较舒适,2018/7/22 11:45
463263,华亭人家·毛桥村,49,舒适,2018/7/22 11:45
463264,上海老码头景区,455,舒适,2018/7/22 11:45
463265,上海嘉定州桥,2090,舒适,2018/7/22 11:45
463266,上海植物园,3,舒适,2018/7/22 11:44
463267,上海鲁迅公园,1096,舒适,2018/7/22 11:44
463268,上海科技馆,10406,拥挤,2018/7/22 11:44
463269,上海玻璃博物馆,0,舒适,2018/7/22 11:44
463270,上海辰山植物园,16,舒适,2018/7/22 11:44
463271,上海古猗园,641,舒适,2018/7/22 11:44
463272,中国航海博物馆,0,舒适,2018/7/22 11:43
463273,上海世纪公园,105,舒适,2018/7/22 11:43
463274,上海和平公园,234,舒适,2018/7/22 11:43
463275,上海野生动物园,1333,舒适,2018/7/22 11:43
463276,上海影视乐园,200,舒适,2018/7/22 11:43
463277,东方假日田园,0,舒适,2018/7/22 11:43
463278,上海植物园,3,舒适,2018/7/22 11:43
463279,上海植物园,3,舒适,2018/7/22 11:42
463280,上海鲁迅公园,1093,舒适,2018/7/22 11:42
463281,上海老码头景区,332,舒适,2018/7/22 11:42
463282,上海佘山国家森林公园·东佘山园,57,舒适,2018/7/22 11:42
463283,上海大观园,22,舒适,2018/7/22 11:42
463284,上海佘山国家森林公园·西佘山园,113,舒适,2018/7/22 11:42
463285,上海自然博物馆（上海科技馆分馆）,4303,较舒适,2018/7/22 11:41
463286,上海召稼楼景区,0,舒适,2018/7/22 11:41
463287,上海召稼楼景区,0,舒适,2018/7/22 11:41
463288,上海植物园,3,舒适,2018/7/22 11:41
463289,上海植物园,3,舒适,2018/7/22 11:40
463290,上海鲁迅公园,1086,舒适,2018/7/22 11:40
463291,上海顾村公园景区,57,舒适,2018/7/22 11:40
463292,上海月湖雕塑公园,22,舒适,2018/7/22 11:40
463293,上海田子坊景区,995,舒适,2018/7/22 11:40
463294,上海长风公园,0,舒适,2018/7/22 11:40
463295,上海古猗园,641,舒适,2018/7/22 11:39
463296,上海玻璃博物馆,0,舒适,2018/7/22 11:39
463297,上海科技馆,10266,拥挤,2018/7/22 11:39
463298,上海老码头景区,209,舒适,2018/7/22 11:39
463299,上海海湾国家森林公园,0,舒适,2018/7/22 11:39
463300,上海鲁迅公园,1072,舒适,2018/7/22 11:38
463301,上海植物园,3,舒适,2018/7/22 11:38
463302,上海野生动物园,1357,舒适,2018/7/22 11:38
463303,东方假日田园,0,舒适,2018/7/22 11:38
463304,上海佘山国家森林公园·西佘山园,113,舒适,2018/7/22 11:37
463305,上海佘山国家森林公园·东佘山园,58,舒适,2018/7/22 11:37
463306,上海植物园,3,舒适,2018/7/22 11:37
463307,上海影视乐园,200,舒适,2018/7/22 11:37
463308,上海大观园,22,舒适,2018/7/22 11:37
463309,上海鲁迅公园,1053,舒适,2018/7/22 11:36
463310,上海植物园,3,舒适,2018/7/22 11:36
463311,上海老码头景区,243,舒适,2018/7/22 11:36
463312,上海召稼楼景区,0,舒适,2018/7/22 11:35
463313,朱家角古镇,2012,一般,2018/7/22 11:35
463314,上海田子坊景区,981,舒适,2018/7/22 11:35
463315,上海植物园,0,舒适,2018/7/22 11:35
463316,上海顾村公园景区,50,舒适,2018/7/22 11:35
463317,上海召稼楼景区,0,舒适,2018/7/22 11:35
463318,上海召稼楼景区,0,舒适,2018/7/22 11:35
463319,上海月湖雕塑公园,20,舒适,2018/7/22 11:35
463320,中国航海博物馆,0,舒适,2018/7/22 11:34
463321,上海鲁迅公园,1056,舒适,2018/7/22 11:34
463322,上海科技馆,10227,拥挤,2018/7/22 11:34
463323,上海玻璃博物馆,0,舒适,2018/7/22 11:34
463324,上海古猗园,641,舒适,2018/7/22 11:34
463325,上海世纪公园,107,舒适,2018/7/22 11:33
463326,上海和平公园,234,舒适,2018/7/22 11:33
463327,上海老码头景区,420,舒适,2018/7/22 11:33
463328,东方假日田园,0,舒适,2018/7/22 11:33
463329,上海野生动物园,1343,舒适,2018/7/22 11:33
463330,上海鲁迅公园,1041,舒适,2018/7/22 11:32
463331,上海佘山国家森林公园·西佘山园,146,舒适,2018/7/22 11:32
463332,上海影视乐园,200,舒适,2018/7/22 11:32
463333,上海大观园,22,舒适,2018/7/22 11:32
463334,上海佘山国家森林公园·东佘山园,59,舒适,2018/7/22 11:32
463335,上海鲁迅公园,1036,舒适,2018/7/22 11:30
463336,锦江乐园,0,舒适,2018/7/22 11:30
463337,上海市青少年校外活动营地——东方绿舟,36,舒适,2018/7/22 11:30
463338,上海嘉定州桥,2080,舒适,2018/7/22 11:30
463339,碧海金沙景区,0,舒适,2018/7/22 11:30
463340,上海南翔景区,2289,较舒适,2018/7/22 11:30
463341,上海花米庄行乡村旅游景区,0,舒适,2018/7/22 11:30
463342,上海月湖雕塑公园,22,舒适,2018/7/22 11:30
463343,上海汽车博览公园,27,舒适,2018/7/22 11:30
463344,上海玉穗绿苑,0,舒适,2018/7/22 11:30
463345,上海马陆葡萄艺术村,45,舒适,2018/7/22 11:30
463346,上海中医药博物馆,62,舒适,2018/7/22 11:30
463347,上海国际赛车场旅游景区,86,舒适,2018/7/22 11:30
463348,上海都市菜园景区,0,舒适,2018/7/22 11:30
463349,上海老码头景区,298,舒适,2018/7/22 11:30
463350,上海宏泰园,2185,较舒适,2018/7/22 11:30
463351,华亭人家·毛桥村,49,舒适,2018/7/22 11:30
463352,上海召稼楼景区,0,舒适,2018/7/22 11:30
463353,上海顾村公园景区,45,舒适,2018/7/22 11:30
463354,上海召稼楼景区,0,舒适,2018/7/22 11:30
463355,锦江乐园,0,舒适,2018/7/22 11:30
463356,上海鲜花港,0,舒适,2018/7/22 11:30
463357,上海古猗园,641,舒适,2018/7/22 11:29
463358,上海玻璃博物馆,0,舒适,2018/7/22 11:29
463359,上海田子坊景区,1034,舒适,2018/7/22 11:29
463360,上海辰山植物园,16,舒适,2018/7/22 11:29
463361,上海科技馆,10129,拥挤,2018/7/22 11:29
463362,东方假日田园,0,舒适,2018/7/22 11:28
463363,上海鲁迅公园,1038,舒适,2018/7/22 11:28
463364,上海佘山国家森林公园·西佘山园,151,舒适,2018/7/22 11:27
463365,上海佘山国家森林公园·东佘山园,58,舒适,2018/7/22 11:27
463366,上海大观园,22,舒适,2018/7/22 11:27
463367,上海老码头景区,475,舒适,2018/7/22 11:27
463368,上海影视乐园,200,舒适,2018/7/22 11:27
463369,上海野生动物园,1369,舒适,2018/7/22 11:27
463370,上海鲁迅公园,1038,舒适,2018/7/22 11:26
463371,上海自然博物馆（上海科技馆分馆）,3988,较舒适,2018/7/22 11:25
463372,上海杜莎夫人蜡像馆,859,较舒适,2018/7/22 11:25
463373,长风海洋世界景区,42,舒适,2018/7/22 11:25
463374,上海博物馆,2352,一般,2018/7/22 11:25
463375,上海M50创意园,270,舒适,2018/7/22 11:25
463376,上海城市规划展示馆,0,舒适,2018/7/22 11:25
463377,廊下生态园,0,舒适,2018/7/22 11:25
463378,中国航海博物馆,0,舒适,2018/7/22 11:25
463379,上海召稼楼景区,0,舒适,2018/7/22 11:25
463380,上海顾村公园景区,43,舒适,2018/7/22 11:25
463381,上海召稼楼景区,0,舒适,2018/7/22 11:25
463382,上海长风公园,0,舒适,2018/7/22 11:25
463383,上海海洋水族馆,1992,较舒适,2018/7/22 11:25
463384,上海召稼楼景区,0,舒适,2018/7/22 11:25
463385,上海鲁迅公园,1037,舒适,2018/7/22 11:24
463386,上海古猗园,641,舒适,2018/7/22 11:24
463387,上海田子坊景区,1020,舒适,2018/7/22 11:24
463388,上海月湖雕塑公园,24,舒适,2018/7/22 11:24
463389,上海科技馆,9847,一般,2018/7/22 11:24
463390,上海海湾国家森林公园,0,舒适,2018/7/22 11:24
463391,上海老码头景区,352,舒适,2018/7/22 11:24
463392,上海玻璃博物馆,0,舒适,2018/7/22 11:24
463393,上海世纪公园,101,舒适,2018/7/22 11:23
463394,东方假日田园,0,舒适,2018/7/22 11:23
463395,上海和平公园,232,舒适,2018/7/22 11:23
463396,上海鲁迅公园,1036,舒适,2018/7/22 11:22
463397,上海佘山国家森林公园·东佘山园,59,舒适,2018/7/22 11:22
463398,上海影视乐园,200,舒适,2018/7/22 11:22
463399,上海野生动物园,1398,舒适,2018/7/22 11:22
463400,上海大观园,22,舒适,2018/7/22 11:22
463401,上海佘山国家森林公园·西佘山园,156,舒适,2018/7/22 11:21
463402,上海老码头景区,229,舒适,2018/7/22 11:21
463403,上海自然博物馆（上海科技馆分馆）,3911,较舒适,2018/7/22 11:20
463404,上海召稼楼景区,0,舒适,2018/7/22 11:20
463405,上海顾村公园景区,33,舒适,2018/7/22 11:20
463406,上海鲁迅公园,1033,舒适,2018/7/22 11:20
463407,上海召稼楼景区,0,舒适,2018/7/22 11:20
463408,上海古猗园,641,舒适,2018/7/22 11:19
463409,上海月湖雕塑公园,26,舒适,2018/7/22 11:19
463410,上海玻璃博物馆,0,舒适,2018/7/22 11:19
463411,上海科技馆,9617,一般,2018/7/22 11:19
463412,上海鲁迅公园,1033,舒适,2018/7/22 11:18
463413,上海田子坊景区,1070,舒适,2018/7/22 11:18
463414,上海老码头景区,263,舒适,2018/7/22 11:18
463415,东方假日田园,0,舒适,2018/7/22 11:18
463416,上海野生动物园,1424,舒适,2018/7/22 11:17
463417,上海影视乐园,200,舒适,2018/7/22 11:17
463418,上海大观园,22,舒适,2018/7/22 11:17
463419,上海鲁迅公园,1035,舒适,2018/7/22 11:16
463420,上海佘山国家森林公园·东佘山园,59,舒适,2018/7/22 11:16
463421,上海佘山国家森林公园·西佘山园,158,舒适,2018/7/22 11:16
463422,上海嘉定州桥,1988,舒适,2018/7/22 11:15
463423,上海南翔景区,2249,较舒适,2018/7/22 11:15
463424,朱家角古镇,1769,较舒适,2018/7/22 11:15
463425,上海汽车博览公园,87,舒适,2018/7/22 11:15
463426,上海马陆葡萄艺术村,30,舒适,2018/7/22 11:15
463427,上海老码头景区,440,舒适,2018/7/22 11:15
463428,锦江乐园,0,舒适,2018/7/22 11:15
463429,上海宏泰园,2182,较舒适,2018/7/22 11:15
463430,华亭人家·毛桥村,50,舒适,2018/7/22 11:15
463431,上海召稼楼景区,0,舒适,2018/7/22 11:15
463432,上海顾村公园景区,18,舒适,2018/7/22 11:15
463433,上海召稼楼景区,0,舒适,2018/7/22 11:15
463434,锦江乐园,0,舒适,2018/7/22 11:15
463435,上海国际赛车场旅游景区,86,舒适,2018/7/22 11:15
463436,上海鲁迅公园,1032,舒适,2018/7/22 11:14
463437,上海古猗园,641,舒适,2018/7/22 11:14
463438,上海月湖雕塑公园,28,舒适,2018/7/22 11:14
463439,上海辰山植物园,16,舒适,2018/7/22 11:14
463440,上海玻璃博物馆,0,舒适,2018/7/22 11:14
463441,上海国际旅游度假区,35964,舒适,2018/7/22 11:13
463442,上海科技馆,9394,一般,2018/7/22 11:13
463443,上海和平公园,229,舒适,2018/7/22 11:13
463444,中国航海博物馆,0,舒适,2018/7/22 11:13
463445,上海世纪公园,92,舒适,2018/7/22 11:13
463446,东方假日田园,0,舒适,2018/7/22 11:13
463447,上海大观园,22,舒适,2018/7/22 11:12
463448,上海影视乐园,200,舒适,2018/7/22 11:12
463449,上海老码头景区,318,舒适,2018/7/22 11:12
463450,上海鲁迅公园,1032,舒适,2018/7/22 11:12
463451,上海田子坊景区,1077,舒适,2018/7/22 11:12
463452,上海佘山国家森林公园·西佘山园,168,舒适,2018/7/22 11:11
463453,上海野生动物园,1444,舒适,2018/7/22 11:11
463454,上海佘山国家森林公园·东佘山园,59,舒适,2018/7/22 11:11
463455,上海顾村公园景区,2,舒适,2018/7/22 11:10
463456,上海召稼楼景区,0,舒适,2018/7/22 11:10
463457,上海召稼楼景区,0,舒适,2018/7/22 11:10
463458,上海鲁迅公园,1030,舒适,2018/7/22 11:10
463459,上海长风公园,0,舒适,2018/7/22 11:10
463460,上海召稼楼景区,0,舒适,2018/7/22 11:10
463461,上海古猗园,641,舒适,2018/7/22 11:09
463462,上海玻璃博物馆,0,舒适,2018/7/22 11:09
463463,上海月湖雕塑公园,26,舒适,2018/7/22 11:09
463464,上海海湾国家森林公园,0,舒适,2018/7/22 11:09
463465,上海老码头景区,495,舒适,2018/7/22 11:09
463466,上海鲁迅公园,1048,舒适,2018/7/22 11:08
463467,上海科技馆,9174,一般,2018/7/22 11:08
463468,东方假日田园,0,舒适,2018/7/22 11:08
463469,上海自然博物馆（上海科技馆分馆）,3608,较舒适,2018/7/22 11:07
463470,上海大观园,22,舒适,2018/7/22 11:07
463471,上海田子坊景区,1052,舒适,2018/7/22 11:07
463472,上海影视乐园,200,舒适,2018/7/22 11:07
463473,上海鲁迅公园,1047,舒适,2018/7/22 11:06
463474,上海老码头景区,372,舒适,2018/7/22 11:06
463475,上海佘山国家森林公园·东佘山园,59,舒适,2018/7/22 11:06
463476,上海佘山国家森林公园·西佘山园,169,舒适,2018/7/22 11:06
463477,上海野生动物园,1447,舒适,2018/7/22 11:06
463478,上海召稼楼景区,0,舒适,2018/7/22 11:05
463479,上海召稼楼景区,0,舒适,2018/7/22 11:05
463480,上海顾村公园景区,0,舒适,2018/7/22 11:05
463481,上海徐家汇源景区,915,舒适,2018/7/22 11:04
463482,东方明珠广播电视塔,2325,一般,2018/7/22 11:04
463483,上海玻璃博物馆,0,舒适,2018/7/22 11:04
463484,中国航海博物馆,0,舒适,2018/7/22 11:04
463485,上海古猗园,641,舒适,2018/7/22 11:04
463486,上海鲁迅公园,1050,舒适,2018/7/22 11:04
463487,上海月湖雕塑公园,23,舒适,2018/7/22 11:04
463488,上海和平公园,234,舒适,2018/7/22 11:03
463489,上海科技馆,9011,一般,2018/7/22 11:03
463490,上海老码头景区,249,舒适,2018/7/22 11:03
463491,东方假日田园,0,舒适,2018/7/22 11:03
463492,上海鲁迅公园,1051,舒适,2018/7/22 11:02
463493,上海世纪公园,82,舒适,2018/7/22 11:02
463494,上海大观园,22,舒适,2018/7/22 11:02
463495,上海野生动物园,1450,舒适,2018/7/22 11:01
463496,上海田子坊景区,1065,舒适,2018/7/22 11:01
463497,上海影视乐园,200,舒适,2018/7/22 11:01
463498,上海佘山国家森林公园·东佘山园,58,舒适,2018/7/22 11:01
463499,上海佘山国家森林公园·西佘山园,171,舒适,2018/7/22 11:01
463500,上海自然博物馆（上海科技馆分馆）,3409,较舒适,2018/7/22 11:00
463501,上海国际赛车场旅游景区,86,舒适,2018/7/22 11:00
463502,上海马陆葡萄艺术村,14,舒适,2018/7/22 11:00
463503,锦江乐园,0,舒适,2018/7/22 11:00
463504,锦江乐园,0,舒适,2018/7/22 11:00
463505,上海鲁迅公园,1044,舒适,2018/7/22 11:00
463506,上海嘉定州桥,1910,舒适,2018/7/22 11:00
463507,上海豫园,602,舒适,2018/7/22 11:00
463508,上海鲜花港,0,舒适,2018/7/22 11:00
463509,上海老码头景区,283,舒适,2018/7/22 11:00
463510,上海南翔景区,2228,较舒适,2018/7/22 11:00
463511,上海市青少年校外活动营地——东方绿舟,32,舒适,2018/7/22 11:00
463512,碧海金沙景区,0,舒适,2018/7/22 11:00
463513,上海汽车博览公园,81,舒适,2018/7/22 11:00
463514,上海花米庄行乡村旅游景区,0,舒适,2018/7/22 11:00
463515,上海中医药博物馆,131,舒适,2018/7/22 11:00
463516,上海宏泰园,2188,较舒适,2018/7/22 11:00
463517,上海都市菜园景区,0,舒适,2018/7/22 11:00
463518,华亭人家·毛桥村,50,舒适,2018/7/22 11:00
463519,上海召稼楼景区,0,舒适,2018/7/22 11:00
463520,上海召稼楼景区,0,舒适,2018/7/22 11:00
463521,上海玉穗绿苑,0,舒适,2018/7/22 11:00
463522,上海玻璃博物馆,0,舒适,2018/7/22 10:59
463523,上海辰山植物园,14,舒适,2018/7/22 10:59
463524,上海古猗园,641,舒适,2018/7/22 10:59
463525,上海鲁迅公园,1043,舒适,2018/7/22 10:58
463526,上海月湖雕塑公园,19,舒适,2018/7/22 10:58
463527,东方假日田园,0,舒适,2018/7/22 10:58
