序号,景区名称,客流数,舒适度,时间
97154,上海田子坊景区,200,舒适,2018/9/17 5:40
97155,上海科技馆,0,舒适,2018/9/17 5:40
97156,上海影视乐园,200,舒适,2018/9/17 5:39
97157,上海植物园,0,舒适,2018/9/17 5:39
97158,上海月湖雕塑公园,0,舒适,2018/9/17 5:39
97159,上海植物园,0,舒适,2018/9/17 5:38
97160,上海大观园,0,舒适,2018/9/17 5:37
97161,上海召稼楼景区,40,舒适,2018/9/17 5:37
97162,上海召稼楼景区,40,舒适,2018/9/17 5:37
97163,上海植物园,0,舒适,2018/9/17 5:37
97164,上海召稼楼景区,40,舒适,2018/9/17 5:37
97165,东方假日田园,0,舒适,2018/9/17 5:36
97166,上海植物园,0,舒适,2018/9/17 5:36
97167,上海金山嘴渔村景区,59,舒适,2018/9/17 5:36
97168,上海科技馆,0,舒适,2018/9/17 5:35
97169,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 5:35
97170,上海田子坊景区,200,舒适,2018/9/17 5:35
97171,上海玻璃博物馆,0,舒适,2018/9/17 5:35
97172,上海植物园,0,舒适,2018/9/17 5:35
97173,上海东林寺景区,0,舒适,2018/9/17 5:34
97174,上海植物园,0,舒适,2018/9/17 5:34
97175,上海月湖雕塑公园,0,舒适,2018/9/17 5:34
97176,上海影视乐园,200,舒适,2018/9/17 5:34
97177,上海召稼楼景区,4,舒适,2018/9/17 5:32
97178,上海和平公园,72,舒适,2018/9/17 5:32
97179,上海植物园,0,舒适,2018/9/17 5:32
97180,上海大观园,0,舒适,2018/9/17 5:32
97181,上海召稼楼景区,4,舒适,2018/9/17 5:32
97182,上海辰山植物园,0,舒适,2018/9/17 5:31
97183,上海植物园,0,舒适,2018/9/17 5:31
97184,上海金山嘴渔村景区,58,舒适,2018/9/17 5:31
97185,东方假日田园,0,舒适,2018/9/17 5:31
97186,上海鲜花港,0,舒适,2018/9/17 5:30
97187,上海植物园,0,舒适,2018/9/17 5:30
97188,上海科技馆,0,舒适,2018/9/17 5:30
97189,碧海金沙景区,0,舒适,2018/9/17 5:30
97190,上海玻璃博物馆,0,舒适,2018/9/17 5:30
97191,上海花米庄行乡村旅游景区,0,舒适,2018/9/17 5:30
97192,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 5:30
97193,上海海湾国家森林公园,0,舒适,2018/9/17 5:30
97194,上海玉穗绿苑,18,舒适,2018/9/17 5:30
97195,上海中医药博物馆,0,舒适,2018/9/17 5:30
97196,上海都市菜园景区,0,舒适,2018/9/17 5:30
97197,上海古猗园,1907,舒适,2018/9/17 5:30
97198,上海嘉定州桥,2398,舒适,2018/9/17 5:30
97199,上海汽车博览公园,0,舒适,2018/9/17 5:30
97200,上海国际赛车场旅游景区,101,舒适,2018/9/17 5:30
97201,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/9/17 5:30
97202,上海影视乐园,200,舒适,2018/9/17 5:29
97203,上海植物园,0,舒适,2018/9/17 5:29
97204,上海田子坊景区,200,舒适,2018/9/17 5:29
97205,上海月湖雕塑公园,0,舒适,2018/9/17 5:29
97206,上海植物园,0,舒适,2018/9/17 5:28
97207,上海植物园,0,舒适,2018/9/17 5:27
97208,上海召稼楼景区,0,舒适,2018/9/17 5:27
97209,上海召稼楼景区,0,舒适,2018/9/17 5:27
97210,上海大观园,0,舒适,2018/9/17 5:27
97211,朱家角古镇,0,舒适,2018/9/17 5:27
97212,上海召稼楼景区,0,舒适,2018/9/17 5:27
97213,上海植物园,0,舒适,2018/9/17 5:26
97214,上海金山嘴渔村景区,67,舒适,2018/9/17 5:26
97215,东方假日田园,0,舒适,2018/9/17 5:26
97216,上海植物园,0,舒适,2018/9/17 5:25
97217,上海科技馆,0,舒适,2018/9/17 5:25
97218,上海古猗园,0,舒适,2018/9/17 5:25
97219,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 5:25
97220,上海玻璃博物馆,0,舒适,2018/9/17 5:25
97221,廊下生态园,0,舒适,2018/9/17 5:24
97222,上海植物园,0,舒适,2018/9/17 5:24
97223,上海东林寺景区,0,舒适,2018/9/17 5:24
97224,上海月湖雕塑公园,0,舒适,2018/9/17 5:24
97225,上海影视乐园,200,舒适,2018/9/17 5:24
97226,上海田子坊景区,200,舒适,2018/9/17 5:24
97227,上海植物园,0,舒适,2018/9/17 5:23
97228,上海和平公园,50,舒适,2018/9/17 5:22
97229,上海大观园,0,舒适,2018/9/17 5:22
97230,上海召稼楼景区,0,舒适,2018/9/17 5:22
97231,上海植物园,0,舒适,2018/9/17 5:22
97232,上海召稼楼景区,0,舒适,2018/9/17 5:22
97233,东方假日田园,0,舒适,2018/9/17 5:21
97234,上海植物园,0,舒适,2018/9/17 5:21
97235,上海金山嘴渔村景区,70,舒适,2018/9/17 5:21
97236,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 5:20
97237,上海古猗园,0,舒适,2018/9/17 5:20
97238,上海玻璃博物馆,0,舒适,2018/9/17 5:20
97239,上海月湖雕塑公园,0,舒适,2018/9/17 5:19
97240,上海植物园,0,舒适,2018/9/17 5:19
97241,上海科技馆,0,舒适,2018/9/17 5:19
97242,上海影视乐园,200,舒适,2018/9/17 5:19
97243,上海田子坊景区,200,舒适,2018/9/17 5:18
97244,上海植物园,0,舒适,2018/9/17 5:18
97245,上海召稼楼景区,0,舒适,2018/9/17 5:17
97246,上海大观园,0,舒适,2018/9/17 5:17
97247,上海植物园,0,舒适,2018/9/17 5:17
97248,上海召稼楼景区,0,舒适,2018/9/17 5:17
97249,上海植物园,0,舒适,2018/9/17 5:16
97250,上海金山嘴渔村景区,70,舒适,2018/9/17 5:16
97251,东方假日田园,0,舒适,2018/9/17 5:16
97252,上海辰山植物园,0,舒适,2018/9/17 5:16
97253,上海植物园,0,舒适,2018/9/17 5:15
97254,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 5:15
97255,上海嘉定州桥,2452,舒适,2018/9/17 5:15
97256,上海古猗园,0,舒适,2018/9/17 5:15
97257,上海玻璃博物馆,0,舒适,2018/9/17 5:15
97258,上海东林寺景区,0,舒适,2018/9/17 5:14
97259,上海科技馆,0,舒适,2018/9/17 5:14
97260,上海影视乐园,200,舒适,2018/9/17 5:14
97261,上海植物园,0,舒适,2018/9/17 5:14
97262,上海植物园,0,舒适,2018/9/17 5:13
97263,上海月湖雕塑公园,0,舒适,2018/9/17 5:13
97264,上海田子坊景区,200,舒适,2018/9/17 5:13
97265,上海植物园,0,舒适,2018/9/17 5:12
97266,上海和平公园,14,舒适,2018/9/17 5:12
97267,上海召稼楼景区,0,舒适,2018/9/17 5:12
97268,上海召稼楼景区,0,舒适,2018/9/17 5:12
97269,上海召稼楼景区,0,舒适,2018/9/17 5:12
97270,上海大观园,0,舒适,2018/9/17 5:12
97271,上海植物园,0,舒适,2018/9/17 5:11
97272,上海金山嘴渔村景区,66,舒适,2018/9/17 5:11
97273,东方假日田园,0,舒适,2018/9/17 5:11
97274,上海植物园,0,舒适,2018/9/17 5:10
97275,上海古猗园,0,舒适,2018/9/17 5:10
97276,上海玻璃博物馆,0,舒适,2018/9/17 5:10
97277,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 5:10
97278,上海科技馆,0,舒适,2018/9/17 5:09
97279,上海植物园,0,舒适,2018/9/17 5:09
97280,上海植物园,0,舒适,2018/9/17 5:08
97281,上海影视乐园,200,舒适,2018/9/17 5:08
97282,上海月湖雕塑公园,0,舒适,2018/9/17 5:08
97283,上海植物园,0,舒适,2018/9/17 5:07
97284,上海大观园,0,舒适,2018/9/17 5:07
97285,上海召稼楼景区,0,舒适,2018/9/17 5:07
97286,朱家角古镇,4,舒适,2018/9/17 5:07
97287,上海召稼楼景区,0,舒适,2018/9/17 5:07
97288,上海田子坊景区,200,舒适,2018/9/17 5:07
97289,上海金山嘴渔村景区,66,舒适,2018/9/17 5:06
97290,东方假日田园,0,舒适,2018/9/17 5:06
97291,上海植物园,0,舒适,2018/9/17 5:05
97292,上海古猗园,0,舒适,2018/9/17 5:05
97293,上海玻璃博物馆,0,舒适,2018/9/17 5:05
97294,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 5:05
97295,上海科技馆,0,舒适,2018/9/17 5:04
97296,上海东林寺景区,0,舒适,2018/9/17 5:04
97297,上海植物园,0,舒适,2018/9/17 5:04
97298,上海月湖雕塑公园,0,舒适,2018/9/17 5:03
97299,上海植物园,0,舒适,2018/9/17 5:03
97300,上海影视乐园,200,舒适,2018/9/17 5:03
97301,上海田子坊景区,200,舒适,2018/9/17 5:02
97302,上海植物园,0,舒适,2018/9/17 5:02
97303,上海大观园,0,舒适,2018/9/17 5:02
97304,上海辰山植物园,0,舒适,2018/9/17 5:01
97305,上海植物园,0,舒适,2018/9/17 5:01
97306,东方假日田园,0,舒适,2018/9/17 5:01
97307,上海金山嘴渔村景区,70,舒适,2018/9/17 5:01
97308,上海古猗园,0,舒适,2018/9/17 5:00
97309,上海嘉定州桥,2482,舒适,2018/9/17 5:00
97310,上海植物园,0,舒适,2018/9/17 5:00
97311,上海鲜花港,0,舒适,2018/9/17 5:00
97312,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/9/17 5:00
97313,上海都市菜园景区,0,舒适,2018/9/17 5:00
97314,上海花米庄行乡村旅游景区,0,舒适,2018/9/17 5:00
97315,上海玻璃博物馆,0,舒适,2018/9/17 5:00
97316,上海海湾国家森林公园,0,舒适,2018/9/17 5:00
97317,上海玉穗绿苑,18,舒适,2018/9/17 5:00
97318,上海中医药博物馆,0,舒适,2018/9/17 5:00
97319,碧海金沙景区,0,舒适,2018/9/17 5:00
97320,上海植物园,0,舒适,2018/9/17 4:59
97321,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:59
97322,上海科技馆,0,舒适,2018/9/17 4:59
97323,上海植物园,0,舒适,2018/9/17 4:58
97324,上海影视乐园,200,舒适,2018/9/17 4:58
97325,上海月湖雕塑公园,0,舒适,2018/9/17 4:58
97326,上海大观园,0,舒适,2018/9/17 4:57
97327,上海植物园,0,舒适,2018/9/17 4:57
97328,上海植物园,0,舒适,2018/9/17 4:56
97329,上海田子坊景区,200,舒适,2018/9/17 4:56
97330,上海金山嘴渔村景区,73,舒适,2018/9/17 4:56
97331,东方假日田园,0,舒适,2018/9/17 4:56
97332,上海植物园,0,舒适,2018/9/17 4:55
97333,上海古猗园,0,舒适,2018/9/17 4:55
97334,上海国际时尚中心,0,舒适,2018/9/17 4:55
97335,上海玻璃博物馆,0,舒适,2018/9/17 4:55
97336,上海植物园,0,舒适,2018/9/17 4:54
97337,廊下生态园,0,舒适,2018/9/17 4:54
97338,上海东林寺景区,0,舒适,2018/9/17 4:54
97339,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:54
97340,上海科技馆,0,舒适,2018/9/17 4:54
97341,上海植物园,0,舒适,2018/9/17 4:53
97342,上海影视乐园,200,舒适,2018/9/17 4:53
97343,上海月湖雕塑公园,0,舒适,2018/9/17 4:53
97344,上海大观园,0,舒适,2018/9/17 4:52
97345,上海植物园,0,舒适,2018/9/17 4:51
97346,上海金山嘴渔村景区,74,舒适,2018/9/17 4:51
97347,东方假日田园,0,舒适,2018/9/17 4:51
97348,上海田子坊景区,200,舒适,2018/9/17 4:51
97349,上海植物园,0,舒适,2018/9/17 4:50
97350,上海古猗园,0,舒适,2018/9/17 4:50
97351,上海玻璃博物馆,0,舒适,2018/9/17 4:50
97352,上海科技馆,0,舒适,2018/9/17 4:49
97353,上海植物园,0,舒适,2018/9/17 4:49
97354,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:49
97355,上海月湖雕塑公园,0,舒适,2018/9/17 4:48
97356,上海植物园,0,舒适,2018/9/17 4:48
97357,上海影视乐园,200,舒适,2018/9/17 4:48
97358,上海大观园,0,舒适,2018/9/17 4:47
97359,上海植物园,0,舒适,2018/9/17 4:47
97360,朱家角古镇,6,舒适,2018/9/17 4:47
97361,上海辰山植物园,0,舒适,2018/9/17 4:46
97362,上海植物园,0,舒适,2018/9/17 4:46
97363,上海金山嘴渔村景区,77,舒适,2018/9/17 4:46
97364,东方假日田园,0,舒适,2018/9/17 4:46
97365,上海嘉定州桥,2488,舒适,2018/9/17 4:45
97366,上海玻璃博物馆,0,舒适,2018/9/17 4:45
97367,上海植物园,0,舒适,2018/9/17 4:45
97368,上海古猗园,0,舒适,2018/9/17 4:45
97369,上海田子坊景区,200,舒适,2018/9/17 4:45
97370,上海东林寺景区,0,舒适,2018/9/17 4:44
97371,上海植物园,0,舒适,2018/9/17 4:44
97372,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:44
97373,上海科技馆,0,舒适,2018/9/17 4:44
97374,上海影视乐园,200,舒适,2018/9/17 4:43
97375,上海月湖雕塑公园,0,舒适,2018/9/17 4:43
97376,上海植物园,0,舒适,2018/9/17 4:43
97377,上海大观园,0,舒适,2018/9/17 4:42
97378,上海植物园,0,舒适,2018/9/17 4:42
97379,上海植物园,0,舒适,2018/9/17 4:41
97380,上海金山嘴渔村景区,77,舒适,2018/9/17 4:41
97381,东方假日田园,0,舒适,2018/9/17 4:41
97382,上海植物园,0,舒适,2018/9/17 4:40
97383,上海古猗园,0,舒适,2018/9/17 4:40
97384,上海田子坊景区,200,舒适,2018/9/17 4:40
97385,上海玻璃博物馆,0,舒适,2018/9/17 4:40
97386,上海植物园,0,舒适,2018/9/17 4:39
97387,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:39
97388,上海科技馆,0,舒适,2018/9/17 4:39
97389,上海影视乐园,200,舒适,2018/9/17 4:38
97390,上海月湖雕塑公园,0,舒适,2018/9/17 4:38
97391,上海大观园,0,舒适,2018/9/17 4:37
97392,上海植物园,0,舒适,2018/9/17 4:37
97393,上海植物园,0,舒适,2018/9/17 4:36
97394,上海金山嘴渔村景区,77,舒适,2018/9/17 4:36
97395,东方假日田园,0,舒适,2018/9/17 4:36
97396,上海植物园,0,舒适,2018/9/17 4:35
97397,上海古猗园,0,舒适,2018/9/17 4:35
97398,上海玻璃博物馆,0,舒适,2018/9/17 4:35
97399,上海植物园,0,舒适,2018/9/17 4:34
97400,上海科技馆,0,舒适,2018/9/17 4:34
97401,上海东林寺景区,0,舒适,2018/9/17 4:34
97402,上海田子坊景区,200,舒适,2018/9/17 4:34
97403,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:34
97404,上海植物园,0,舒适,2018/9/17 4:33
97405,上海影视乐园,200,舒适,2018/9/17 4:33
97406,上海月湖雕塑公园,0,舒适,2018/9/17 4:33
97407,上海大观园,0,舒适,2018/9/17 4:32
97408,上海植物园,0,舒适,2018/9/17 4:32
97409,上海植物园,0,舒适,2018/9/17 4:31
97410,上海金山嘴渔村景区,78,舒适,2018/9/17 4:31
97411,东方假日田园,0,舒适,2018/9/17 4:31
97412,上海辰山植物园,0,舒适,2018/9/17 4:31
97413,上海植物园,0,舒适,2018/9/17 4:30
97414,上海鲜花港,0,舒适,2018/9/17 4:30
97415,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/9/17 4:30
97416,碧海金沙景区,0,舒适,2018/9/17 4:30
97417,上海花米庄行乡村旅游景区,0,舒适,2018/9/17 4:30
97418,上海嘉定州桥,2514,舒适,2018/9/17 4:30
97419,上海海湾国家森林公园,0,舒适,2018/9/17 4:30
97420,上海玉穗绿苑,18,舒适,2018/9/17 4:30
97421,上海中医药博物馆,0,舒适,2018/9/17 4:30
97422,上海都市菜园景区,0,舒适,2018/9/17 4:30
97423,上海古猗园,0,舒适,2018/9/17 4:30
97424,上海玻璃博物馆,0,舒适,2018/9/17 4:30
97425,上海科技馆,0,舒适,2018/9/17 4:29
97426,上海植物园,0,舒适,2018/9/17 4:29
97427,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:29
97428,上海田子坊景区,200,舒适,2018/9/17 4:29
97429,上海月湖雕塑公园,0,舒适,2018/9/17 4:28
97430,上海植物园,0,舒适,2018/9/17 4:28
97431,上海影视乐园,200,舒适,2018/9/17 4:28
97432,上海大观园,0,舒适,2018/9/17 4:27
97433,上海植物园,0,舒适,2018/9/17 4:27
97434,朱家角古镇,10,舒适,2018/9/17 4:27
97435,东方假日田园,0,舒适,2018/9/17 4:26
97436,上海金山嘴渔村景区,78,舒适,2018/9/17 4:26
97437,上海玻璃博物馆,0,舒适,2018/9/17 4:25
97438,上海植物园,0,舒适,2018/9/17 4:25
97439,上海古猗园,0,舒适,2018/9/17 4:25
97440,廊下生态园,0,舒适,2018/9/17 4:24
97441,上海东林寺景区,0,舒适,2018/9/17 4:24
97442,上海植物园,0,舒适,2018/9/17 4:24
97443,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:24
97444,上海科技馆,0,舒适,2018/9/17 4:24
97445,上海植物园,0,舒适,2018/9/17 4:23
97446,上海田子坊景区,200,舒适,2018/9/17 4:23
97447,上海影视乐园,200,舒适,2018/9/17 4:23
97448,上海植物园,0,舒适,2018/9/17 4:22
97449,上海月湖雕塑公园,0,舒适,2018/9/17 4:22
97450,上海大观园,0,舒适,2018/9/17 4:22
97451,上海植物园,0,舒适,2018/9/17 4:21
97452,上海金山嘴渔村景区,78,舒适,2018/9/17 4:21
97453,东方假日田园,0,舒适,2018/9/17 4:21
97454,上海植物园,0,舒适,2018/9/17 4:20
97455,上海古猗园,0,舒适,2018/9/17 4:20
97456,上海玻璃博物馆,0,舒适,2018/9/17 4:20
97457,上海植物园,0,舒适,2018/9/17 4:19
97458,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:19
97459,上海科技馆,0,舒适,2018/9/17 4:19
97460,上海植物园,0,舒适,2018/9/17 4:18
97461,上海田子坊景区,200,舒适,2018/9/17 4:18
97462,上海影视乐园,200,舒适,2018/9/17 4:18
97463,上海植物园,0,舒适,2018/9/17 4:17
97464,上海月湖雕塑公园,0,舒适,2018/9/17 4:17
97465,上海大观园,0,舒适,2018/9/17 4:17
97466,上海植物园,0,舒适,2018/9/17 4:16
97467,东方假日田园,0,舒适,2018/9/17 4:16
97468,上海金山嘴渔村景区,78,舒适,2018/9/17 4:16
97469,上海辰山植物园,0,舒适,2018/9/17 4:16
97470,上海植物园,0,舒适,2018/9/17 4:15
97471,上海嘉定州桥,2540,舒适,2018/9/17 4:15
97472,上海古猗园,0,舒适,2018/9/17 4:15
97473,上海玻璃博物馆,0,舒适,2018/9/17 4:15
97474,上海植物园,0,舒适,2018/9/17 4:14
97475,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:14
97476,上海科技馆,0,舒适,2018/9/17 4:14
97477,上海植物园,0,舒适,2018/9/17 4:13
97478,上海东林寺景区,0,舒适,2018/9/17 4:13
97479,上海影视乐园,200,舒适,2018/9/17 4:13
97480,上海大观园,0,舒适,2018/9/17 4:12
97481,上海田子坊景区,200,舒适,2018/9/17 4:12
97482,上海月湖雕塑公园,0,舒适,2018/9/17 4:12
97483,上海金山嘴渔村景区,78,舒适,2018/9/17 4:11
97484,东方假日田园,0,舒适,2018/9/17 4:11
97485,上海植物园,0,舒适,2018/9/17 4:11
97486,上海植物园,0,舒适,2018/9/17 4:10
97487,上海古猗园,0,舒适,2018/9/17 4:10
97488,上海玻璃博物馆,0,舒适,2018/9/17 4:10
97489,上海科技馆,0,舒适,2018/9/17 4:09
97490,上海植物园,0,舒适,2018/9/17 4:09
97491,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:09
97492,上海植物园,0,舒适,2018/9/17 4:08
97493,上海影视乐园,200,舒适,2018/9/17 4:08
97494,上海大观园,0,舒适,2018/9/17 4:07
97495,上海田子坊景区,200,舒适,2018/9/17 4:07
97496,上海植物园,0,舒适,2018/9/17 4:07
97497,朱家角古镇,10,舒适,2018/9/17 4:07
97498,上海月湖雕塑公园,0,舒适,2018/9/17 4:07
97499,东方假日田园,0,舒适,2018/9/17 4:06
97500,上海植物园,0,舒适,2018/9/17 4:06
97501,上海金山嘴渔村景区,15,舒适,2018/9/17 4:06
97502,上海古猗园,0,舒适,2018/9/17 4:05
97503,上海玻璃博物馆,0,舒适,2018/9/17 4:05
97504,上海植物园,0,舒适,2018/9/17 4:05
97505,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 4:04
97506,上海植物园,0,舒适,2018/9/17 4:04
97507,上海东林寺景区,0,舒适,2018/9/17 4:03
97508,上海科技馆,0,舒适,2018/9/17 4:03
97509,上海影视乐园,200,舒适,2018/9/17 4:03
97510,上海植物园,0,舒适,2018/9/17 4:03
97511,上海植物园,0,舒适,2018/9/17 4:02
97512,上海月湖雕塑公园,0,舒适,2018/9/17 4:02
97513,上海大观园,0,舒适,2018/9/17 4:02
97514,上海植物园,0,舒适,2018/9/17 4:01
97515,上海辰山植物园,0,舒适,2018/9/17 4:01
97516,上海田子坊景区,200,舒适,2018/9/17 4:01
97517,上海金山嘴渔村景区,15,舒适,2018/9/17 4:01
97518,东方假日田园,0,舒适,2018/9/17 4:01
97519,上海植物园,0,舒适,2018/9/17 4:00
97520,上海鲜花港,0,舒适,2018/9/17 4:00
97521,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/9/17 4:00
97522,上海玻璃博物馆,1,舒适,2018/9/17 4:00
97523,碧海金沙景区,0,舒适,2018/9/17 4:00
97524,上海古猗园,0,舒适,2018/9/17 4:00
97525,上海海湾国家森林公园,0,舒适,2018/9/17 4:00
97526,上海玉穗绿苑,4,舒适,2018/9/17 4:00
97527,上海中医药博物馆,0,舒适,2018/9/17 4:00
97528,上海都市菜园景区,0,舒适,2018/9/17 4:00
97529,上海嘉定州桥,2562,舒适,2018/9/17 4:00
97530,上海花米庄行乡村旅游景区,0,舒适,2018/9/17 4:00
97531,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 3:59
97532,上海植物园,0,舒适,2018/9/17 3:59
97533,上海科技馆,0,舒适,2018/9/17 3:58
97534,上海影视乐园,200,舒适,2018/9/17 3:58
97535,上海植物园,0,舒适,2018/9/17 3:57
97536,上海月湖雕塑公园,0,舒适,2018/9/17 3:57
97537,上海大观园,0,舒适,2018/9/17 3:57
97538,上海植物园,0,舒适,2018/9/17 3:56
97539,上海田子坊景区,200,舒适,2018/9/17 3:56
97540,上海金山嘴渔村景区,16,舒适,2018/9/17 3:56
97541,东方假日田园,0,舒适,2018/9/17 3:56
97542,上海植物园,0,舒适,2018/9/17 3:55
97543,上海古猗园,0,舒适,2018/9/17 3:55
97544,上海国际时尚中心,0,舒适,2018/9/17 3:55
97545,上海玻璃博物馆,1,舒适,2018/9/17 3:55
97546,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 3:54
97547,上海植物园,0,舒适,2018/9/17 3:54
97548,廊下生态园,0,舒适,2018/9/17 3:54
97549,上海科技馆,0,舒适,2018/9/17 3:53
97550,上海植物园,0,舒适,2018/9/17 3:53
97551,上海东林寺景区,0,舒适,2018/9/17 3:53
97552,上海月湖雕塑公园,0,舒适,2018/9/17 3:52
97553,上海植物园,0,舒适,2018/9/17 3:52
97554,上海影视乐园,200,舒适,2018/9/17 3:52
97555,上海大观园,0,舒适,2018/9/17 3:52
97556,上海田子坊景区,200,舒适,2018/9/17 3:51
97557,上海植物园,0,舒适,2018/9/17 3:51
97558,上海金山嘴渔村景区,18,舒适,2018/9/17 3:51
97559,东方假日田园,0,舒适,2018/9/17 3:51
97560,上海古猗园,0,舒适,2018/9/17 3:50
97561,上海植物园,0,舒适,2018/9/17 3:50
97562,上海玻璃博物馆,1,舒适,2018/9/17 3:50
97563,上海植物园,0,舒适,2018/9/17 3:49
97564,上海科技馆,0,舒适,2018/9/17 3:48
97565,上海植物园,0,舒适,2018/9/17 3:48
97566,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 3:48
97567,朱家角古镇,6,舒适,2018/9/17 3:47
97568,上海植物园,0,舒适,2018/9/17 3:47
97569,上海影视乐园,200,舒适,2018/9/17 3:47
97570,上海大观园,0,舒适,2018/9/17 3:47
97571,上海月湖雕塑公园,0,舒适,2018/9/17 3:47
97572,上海植物园,0,舒适,2018/9/17 3:46
97573,上海金山嘴渔村景区,22,舒适,2018/9/17 3:46
97574,东方假日田园,0,舒适,2018/9/17 3:46
97575,上海辰山植物园,0,舒适,2018/9/17 3:46
97576,上海玻璃博物馆,1,舒适,2018/9/17 3:45
97577,上海嘉定州桥,2652,舒适,2018/9/17 3:45
97578,上海古猗园,0,舒适,2018/9/17 3:45
97579,上海田子坊景区,200,舒适,2018/9/17 3:45
97580,上海植物园,0,舒适,2018/9/17 3:44
97581,上海东林寺景区,0,舒适,2018/9/17 3:43
97582,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 3:43
97583,上海科技馆,0,舒适,2018/9/17 3:43
97584,上海植物园,0,舒适,2018/9/17 3:43
97585,上海植物园,0,舒适,2018/9/17 3:42
97586,上海影视乐园,200,舒适,2018/9/17 3:42
97587,上海大观园,0,舒适,2018/9/17 3:42
97588,上海月湖雕塑公园,0,舒适,2018/9/17 3:42
97589,上海植物园,0,舒适,2018/9/17 3:41
97590,上海金山嘴渔村景区,25,舒适,2018/9/17 3:41
97591,东方假日田园,0,舒适,2018/9/17 3:41
97592,上海植物园,0,舒适,2018/9/17 3:40
97593,上海古猗园,0,舒适,2018/9/17 3:40
97594,上海玻璃博物馆,1,舒适,2018/9/17 3:40
97595,上海田子坊景区,200,舒适,2018/9/17 3:40
97596,上海植物园,0,舒适,2018/9/17 3:39
97597,上海植物园,0,舒适,2018/9/17 3:38
97598,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 3:38
97599,上海科技馆,0,舒适,2018/9/17 3:38
97600,上海植物园,0,舒适,2018/9/17 3:37
97601,上海影视乐园,200,舒适,2018/9/17 3:37
97602,上海大观园,0,舒适,2018/9/17 3:37
97603,上海月湖雕塑公园,0,舒适,2018/9/17 3:37
97604,上海植物园,0,舒适,2018/9/17 3:36
97605,上海金山嘴渔村景区,24,舒适,2018/9/17 3:36
97606,东方假日田园,0,舒适,2018/9/17 3:36
97607,上海植物园,0,舒适,2018/9/17 3:35
97608,上海古猗园,0,舒适,2018/9/17 3:35
97609,上海玻璃博物馆,1,舒适,2018/9/17 3:35
97610,上海植物园,0,舒适,2018/9/17 3:34
97611,上海田子坊景区,200,舒适,2018/9/17 3:34
97612,上海科技馆,0,舒适,2018/9/17 3:33
97613,上海东林寺景区,0,舒适,2018/9/17 3:33
97614,上海植物园,0,舒适,2018/9/17 3:33
97615,上海佘山国家森林公园·西佘山园,668,舒适,2018/9/17 3:33
97616,上海影视乐园,200,舒适,2018/9/17 3:32
97617,上海大观园,0,舒适,2018/9/17 3:32
97618,上海辰山植物园,0,舒适,2018/9/17 3:31
97619,上海金山嘴渔村景区,33,舒适,2018/9/17 3:31
97620,上海植物园,0,舒适,2018/9/17 3:31
97621,上海月湖雕塑公园,0,舒适,2018/9/17 3:31
97622,东方假日田园,0,舒适,2018/9/17 3:31
97623,碧海金沙景区,0,舒适,2018/9/17 3:30
97624,上海花米庄行乡村旅游景区,0,舒适,2018/9/17 3:30
97625,上海玻璃博物馆,1,舒适,2018/9/17 3:30
97626,上海海湾国家森林公园,0,舒适,2018/9/17 3:30
97627,上海玉穗绿苑,4,舒适,2018/9/17 3:30
97628,上海中医药博物馆,0,舒适,2018/9/17 3:30
97629,上海都市菜园景区,0,舒适,2018/9/17 3:30
97630,上海古猗园,0,舒适,2018/9/17 3:30
97631,上海嘉定州桥,2764,舒适,2018/9/17 3:30
97632,上海植物园,0,舒适,2018/9/17 3:30
97633,上海鲜花港,0,舒适,2018/9/17 3:30
97634,上海市青少年校外活动营地——东方绿舟,0,舒适,2018/9/17 3:30
97635,上海植物园,0,舒适,2018/9/17 3:29
