序号,景区名称,客流数,舒适度,时间
338682,周浦花海,1156,较舒适,2018/8/6 23:52
338683,上海植物园,5103,舒适,2018/8/6 23:51
338684,上海老码头景区,322,舒适,2018/8/6 23:51
338685,上海影视乐园,200,舒适,2018/8/6 23:51
338686,上海鲁迅公园,362,舒适,2018/8/6 23:51
338687,上海古猗园,0,舒适,2018/8/6 23:50
338688,上海植物园,5103,舒适,2018/8/6 23:50
338689,上海植物园,5103,舒适,2018/8/6 23:49
338690,上海田子坊景区,200,舒适,2018/8/6 23:49
338691,上海鲁迅公园,355,舒适,2018/8/6 23:49
338692,上海植物园,5103,舒适,2018/8/6 23:48
338693,上海大观园,3,舒适,2018/8/6 23:48
338694,上海召稼楼景区,6685,一般,2018/8/6 23:48
338695,上海老码头景区,445,舒适,2018/8/6 23:48
338696,上海召稼楼景区,6685,一般,2018/8/6 23:48
338697,东方假日田园,0,舒适,2018/8/6 23:48
338698,上海植物园,5103,舒适,2018/8/6 23:47
338699,上海鲁迅公园,345,舒适,2018/8/6 23:47
338700,上海和平公园,2174,舒适,2018/8/6 23:47
338701,上海科技馆,0,舒适,2018/8/6 23:47
338702,上海月湖雕塑公园,0,舒适,2018/8/6 23:47
338703,上海影视乐园,200,舒适,2018/8/6 23:46
338704,上海植物园,5103,舒适,2018/8/6 23:46
338705,上海鲁迅公园,341,舒适,2018/8/6 23:45
338706,上海老码头景区,268,舒适,2018/8/6 23:45
338707,上海海湾国家森林公园,125,舒适,2018/8/6 23:45
338708,上海植物园,5103,舒适,2018/8/6 23:45
338709,上海古猗园,0,舒适,2018/8/6 23:45
338710,上海世纪公园,871,舒适,2018/8/6 23:45
338711,上海嘉定州桥,274,舒适,2018/8/6 23:45
338712,上海植物园,5103,舒适,2018/8/6 23:44
338713,上海大观园,3,舒适,2018/8/6 23:43
338714,东方假日田园,0,舒适,2018/8/6 23:43
338715,上海田子坊景区,200,舒适,2018/8/6 23:43
338716,上海鲁迅公园,333,舒适,2018/8/6 23:43
338717,上海召稼楼景区,6685,一般,2018/8/6 23:43
338718,上海植物园,5103,舒适,2018/8/6 23:43
338719,上海召稼楼景区,6685,一般,2018/8/6 23:43
338720,上海老码头景区,390,舒适,2018/8/6 23:42
338721,上海植物园,5103,舒适,2018/8/6 23:42
338722,上海科技馆,0,舒适,2018/8/6 23:42
338723,周浦花海,1156,较舒适,2018/8/6 23:42
338724,上海月湖雕塑公园,0,舒适,2018/8/6 23:42
338725,上海植物园,5103,舒适,2018/8/6 23:41
338726,上海影视乐园,200,舒适,2018/8/6 23:41
338727,上海鲁迅公园,330,舒适,2018/8/6 23:41
338728,上海植物园,5103,舒适,2018/8/6 23:40
338729,上海古猗园,0,舒适,2018/8/6 23:40
338730,上海长风公园,0,舒适,2018/8/6 23:40
338731,上海老码头景区,356,舒适,2018/8/6 23:39
338732,上海鲁迅公园,322,舒适,2018/8/6 23:39
338733,上海植物园,5103,舒适,2018/8/6 23:38
338734,东方假日田园,0,舒适,2018/8/6 23:38
338735,上海田子坊景区,200,舒适,2018/8/6 23:38
338736,上海大观园,3,舒适,2018/8/6 23:38
338737,上海召稼楼景区,6685,一般,2018/8/6 23:37
338738,上海植物园,5103,舒适,2018/8/6 23:37
338739,上海鲁迅公园,320,舒适,2018/8/6 23:37
338740,上海召稼楼景区,6685,一般,2018/8/6 23:37
338741,上海召稼楼景区,6685,一般,2018/8/6 23:37
338742,上海和平公园,2174,舒适,2018/8/6 23:37
338743,上海科技馆,0,舒适,2018/8/6 23:37
338744,上海植物园,5103,舒适,2018/8/6 23:36
338745,上海月湖雕塑公园,0,舒适,2018/8/6 23:36
338746,上海老码头景区,479,舒适,2018/8/6 23:36
338747,上海影视乐园,200,舒适,2018/8/6 23:36
338748,上海植物园,5103,舒适,2018/8/6 23:35
338749,上海鲁迅公园,326,舒适,2018/8/6 23:35
338750,上海世纪公园,871,舒适,2018/8/6 23:35
338751,上海古猗园,0,舒适,2018/8/6 23:35
338752,朱家角古镇,700,舒适,2018/8/6 23:35
338753,上海植物园,5103,舒适,2018/8/6 23:34
338754,上海植物园,5103,舒适,2018/8/6 23:33
338755,上海鲁迅公园,329,舒适,2018/8/6 23:33
338756,上海老码头景区,302,舒适,2018/8/6 23:33
338757,东方假日田园,0,舒适,2018/8/6 23:33
338758,上海大观园,3,舒适,2018/8/6 23:33
338759,上海科技馆,0,舒适,2018/8/6 23:32
338760,周浦花海,1156,较舒适,2018/8/6 23:32
338761,上海植物园,5103,舒适,2018/8/6 23:32
338762,上海召稼楼景区,6685,一般,2018/8/6 23:32
338763,上海召稼楼景区,6685,一般,2018/8/6 23:32
338764,上海田子坊景区,200,舒适,2018/8/6 23:32
338765,上海鲁迅公园,328,舒适,2018/8/6 23:31
338766,上海植物园,5103,舒适,2018/8/6 23:31
338767,上海月湖雕塑公园,0,舒适,2018/8/6 23:31
338768,上海影视乐园,200,舒适,2018/8/6 23:31
338769,上海市青少年校外活动营地——东方绿舟,2231,舒适,2018/8/6 23:30
338770,上海鲜花港,18,舒适,2018/8/6 23:30
338771,碧海金沙景区,18,舒适,2018/8/6 23:30
338772,上海花米庄行乡村旅游景区,0,舒适,2018/8/6 23:30
338773,上海玉穗绿苑,0,舒适,2018/8/6 23:30
338774,上海中医药博物馆,69,舒适,2018/8/6 23:30
338775,上海老码头景区,425,舒适,2018/8/6 23:30
338776,上海都市菜园景区,13,舒适,2018/8/6 23:30
338777,上海海湾国家森林公园,125,舒适,2018/8/6 23:30
338778,上海嘉定州桥,190,舒适,2018/8/6 23:30
338779,上海古猗园,0,舒适,2018/8/6 23:30
338780,上海植物园,5103,舒适,2018/8/6 23:30
338781,上海鲁迅公园,327,舒适,2018/8/6 23:29
338782,上海植物园,5103,舒适,2018/8/6 23:29
338783,上海植物园,5103,舒适,2018/8/6 23:28
338784,东方假日田园,0,舒适,2018/8/6 23:28
338785,上海大观园,3,舒适,2018/8/6 23:28
338786,上海和平公园,2174,舒适,2018/8/6 23:27
338787,上海召稼楼景区,6685,一般,2018/8/6 23:27
338788,上海召稼楼景区,6685,一般,2018/8/6 23:27
338789,上海召稼楼景区,6685,一般,2018/8/6 23:27
338790,上海田子坊景区,200,舒适,2018/8/6 23:27
338791,上海科技馆,0,舒适,2018/8/6 23:27
338792,上海老码头景区,247,舒适,2018/8/6 23:27
338793,上海鲁迅公园,330,舒适,2018/8/6 23:27
338794,上海植物园,5103,舒适,2018/8/6 23:26
338795,上海月湖雕塑公园,0,舒适,2018/8/6 23:26
338796,上海影视乐园,200,舒适,2018/8/6 23:26
338797,上海世纪公园,871,舒适,2018/8/6 23:25
338798,上海植物园,5103,舒适,2018/8/6 23:25
338799,上海古猗园,0,舒适,2018/8/6 23:25
338800,上海长风公园,0,舒适,2018/8/6 23:25
338801,上海鲁迅公园,325,舒适,2018/8/6 23:25
338802,上海老码头景区,370,舒适,2018/8/6 23:24
338803,上海植物园,5103,舒适,2018/8/6 23:24
338804,上海植物园,5103,舒适,2018/8/6 23:23
338805,东方假日田园,0,舒适,2018/8/6 23:23
338806,上海大观园,3,舒适,2018/8/6 23:23
338807,上海鲁迅公园,324,舒适,2018/8/6 23:23
338808,上海植物园,5103,舒适,2018/8/6 23:22
338809,上海科技馆,0,舒适,2018/8/6 23:22
338810,上海召稼楼景区,6685,一般,2018/8/6 23:22
338811,上海召稼楼景区,6685,一般,2018/8/6 23:22
338812,周浦花海,1156,较舒适,2018/8/6 23:22
338813,上海植物园,5103,舒适,2018/8/6 23:21
338814,上海鲁迅公园,317,舒适,2018/8/6 23:21
338815,上海月湖雕塑公园,0,舒适,2018/8/6 23:21
338816,上海老码头景区,336,舒适,2018/8/6 23:21
338817,上海田子坊景区,200,舒适,2018/8/6 23:21
338818,上海影视乐园,200,舒适,2018/8/6 23:21
338819,上海古猗园,0,舒适,2018/8/6 23:20
338820,上海植物园,5103,舒适,2018/8/6 23:20
338821,上海鲁迅公园,315,舒适,2018/8/6 23:19
338822,上海植物园,5103,舒适,2018/8/6 23:19
338823,上海植物园,5103,舒适,2018/8/6 23:18
338824,东方假日田园,0,舒适,2018/8/6 23:18
338825,上海老码头景区,459,舒适,2018/8/6 23:18
338826,上海大观园,3,舒适,2018/8/6 23:18
338827,上海植物园,5103,舒适,2018/8/6 23:17
338828,上海鲁迅公园,313,舒适,2018/8/6 23:17
338829,上海科技馆,0,舒适,2018/8/6 23:17
338830,上海召稼楼景区,6685,一般,2018/8/6 23:17
338831,上海和平公园,2174,舒适,2018/8/6 23:17
338832,上海召稼楼景区,6685,一般,2018/8/6 23:17
338833,上海召稼楼景区,6685,一般,2018/8/6 23:17
338834,上海田子坊景区,200,舒适,2018/8/6 23:16
338835,上海植物园,5103,舒适,2018/8/6 23:16
338836,上海月湖雕塑公园,0,舒适,2018/8/6 23:16
338837,上海老码头景区,282,舒适,2018/8/6 23:15
338838,上海鲁迅公园,309,舒适,2018/8/6 23:15
338839,朱家角古镇,700,舒适,2018/8/6 23:15
338840,上海海湾国家森林公园,125,舒适,2018/8/6 23:15
338841,上海植物园,5103,舒适,2018/8/6 23:15
338842,上海影视乐园,200,舒适,2018/8/6 23:15
338843,上海古猗园,0,舒适,2018/8/6 23:15
338844,上海世纪公园,871,舒适,2018/8/6 23:15
338845,上海嘉定州桥,176,舒适,2018/8/6 23:15
338846,东方假日田园,0,舒适,2018/8/6 23:13
338847,上海大观园,3,舒适,2018/8/6 23:13
338848,上海鲁迅公园,300,舒适,2018/8/6 23:13
338849,上海植物园,5103,舒适,2018/8/6 23:13
338850,上海召稼楼景区,6685,一般,2018/8/6 23:12
338851,上海召稼楼景区,6685,一般,2018/8/6 23:12
338852,周浦花海,1156,较舒适,2018/8/6 23:12
338853,上海科技馆,0,舒适,2018/8/6 23:12
338854,上海老码头景区,405,舒适,2018/8/6 23:12
338855,上海植物园,5103,舒适,2018/8/6 23:12
338856,上海植物园,5103,舒适,2018/8/6 23:11
338857,上海月湖雕塑公园,0,舒适,2018/8/6 23:11
338858,上海鲁迅公园,319,舒适,2018/8/6 23:11
338859,上海植物园,5103,舒适,2018/8/6 23:10
338860,上海长风公园,0,舒适,2018/8/6 23:10
338861,上海古猗园,0,舒适,2018/8/6 23:10
338862,上海影视乐园,200,舒适,2018/8/6 23:10
338863,上海田子坊景区,200,舒适,2018/8/6 23:10
338864,上海植物园,5103,舒适,2018/8/6 23:09
338865,上海老码头景区,227,舒适,2018/8/6 23:09
338866,上海鲁迅公园,322,舒适,2018/8/6 23:09
338867,上海植物园,5103,舒适,2018/8/6 23:08
338868,东方假日田园,0,舒适,2018/8/6 23:08
338869,上海大观园,3,舒适,2018/8/6 23:08
338870,上海植物园,5103,舒适,2018/8/6 23:07
338871,上海鲁迅公园,336,舒适,2018/8/6 23:07
338872,上海召稼楼景区,6685,一般,2018/8/6 23:07
338873,上海召稼楼景区,6685,一般,2018/8/6 23:07
338874,上海和平公园,2174,舒适,2018/8/6 23:07
338875,上海召稼楼景区,6685,一般,2018/8/6 23:07
338876,上海植物园,5103,舒适,2018/8/6 23:06
338877,上海科技馆,0,舒适,2018/8/6 23:06
338878,上海月湖雕塑公园,0,舒适,2018/8/6 23:06
338879,上海老码头景区,350,舒适,2018/8/6 23:06
338880,上海植物园,5103,舒适,2018/8/6 23:05
338881,上海鲁迅公园,344,舒适,2018/8/6 23:05
338882,上海古猗园,0,舒适,2018/8/6 23:05
338883,上海影视乐园,200,舒适,2018/8/6 23:05
338884,上海田子坊景区,200,舒适,2018/8/6 23:05
338885,上海世纪公园,871,舒适,2018/8/6 23:04
338886,上海植物园,5103,舒适,2018/8/6 23:04
338887,上海鲁迅公园,354,舒适,2018/8/6 23:03
338888,东方假日田园,0,舒适,2018/8/6 23:03
338889,上海老码头景区,316,舒适,2018/8/6 23:03
338890,上海大观园,3,舒适,2018/8/6 23:03
338891,上海植物园,5103,舒适,2018/8/6 23:02
338892,上海召稼楼景区,6685,一般,2018/8/6 23:02
338893,上海召稼楼景区,6685,一般,2018/8/6 23:02
338894,周浦花海,1156,较舒适,2018/8/6 23:02
338895,上海植物园,5103,舒适,2018/8/6 23:01
338896,上海科技馆,0,舒适,2018/8/6 23:01
338897,上海月湖雕塑公园,0,舒适,2018/8/6 23:01
338898,上海鲁迅公园,362,舒适,2018/8/6 23:01
338899,碧海金沙景区,18,舒适,2018/8/6 23:00
338900,上海植物园,5103,舒适,2018/8/6 23:00
338901,上海鲜花港,18,舒适,2018/8/6 23:00
338902,上海老码头景区,439,舒适,2018/8/6 23:00
338903,上海市青少年校外活动营地——东方绿舟,2231,舒适,2018/8/6 23:00
338904,上海花米庄行乡村旅游景区,0,舒适,2018/8/6 23:00
338905,上海古猗园,0,舒适,2018/8/6 23:00
338906,上海中医药博物馆,75,舒适,2018/8/6 23:00
338907,上海都市菜园景区,13,舒适,2018/8/6 23:00
338908,上海影视乐园,200,舒适,2018/8/6 23:00
338909,上海海湾国家森林公园,125,舒适,2018/8/6 23:00
338910,上海嘉定州桥,108,舒适,2018/8/6 23:00
338911,上海玉穗绿苑,0,舒适,2018/8/6 23:00
338912,上海田子坊景区,200,舒适,2018/8/6 22:59
338913,上海鲁迅公园,348,舒适,2018/8/6 22:59
338914,上海植物园,5103,舒适,2018/8/6 22:59
338915,上海植物园,5103,舒适,2018/8/6 22:58
338916,东方假日田园,0,舒适,2018/8/6 22:58
338917,上海大观园,3,舒适,2018/8/6 22:58
338918,上海召稼楼景区,6685,一般,2018/8/6 22:57
338919,上海和平公园,2174,舒适,2018/8/6 22:57
338920,上海老码头景区,262,舒适,2018/8/6 22:57
338921,上海植物园,5103,舒适,2018/8/6 22:57
338922,上海鲁迅公园,353,舒适,2018/8/6 22:57
338923,上海召稼楼景区,6685,一般,2018/8/6 22:57
338924,上海植物园,5103,舒适,2018/8/6 22:56
338925,上海科技馆,0,舒适,2018/8/6 22:56
338926,上海月湖雕塑公园,0,舒适,2018/8/6 22:56
338927,上海植物园,5103,舒适,2018/8/6 22:55
338928,上海鲁迅公园,359,舒适,2018/8/6 22:55
338929,朱家角古镇,700,舒适,2018/8/6 22:55
338930,上海古猗园,0,舒适,2018/8/6 22:55
338931,上海影视乐园,200,舒适,2018/8/6 22:55
338932,上海国际时尚中心,251,舒适,2018/8/6 22:55
338933,上海长风公园,0,舒适,2018/8/6 22:55
338934,上海世纪公园,871,舒适,2018/8/6 22:54
338935,上海田子坊景区,200,舒适,2018/8/6 22:54
338936,上海植物园,5103,舒适,2018/8/6 22:54
338937,上海植物园,5103,舒适,2018/8/6 22:53
338938,上海鲁迅公园,363,舒适,2018/8/6 22:53
338939,上海老码头景区,384,舒适,2018/8/6 22:53
338940,东方假日田园,0,舒适,2018/8/6 22:53
338941,上海大观园,3,舒适,2018/8/6 22:53
338942,上海植物园,5103,舒适,2018/8/6 22:52
338943,周浦花海,1156,较舒适,2018/8/6 22:52
338944,上海召稼楼景区,6685,一般,2018/8/6 22:52
338945,上海召稼楼景区,6685,一般,2018/8/6 22:52
338946,上海召稼楼景区,6685,一般,2018/8/6 22:52
338947,上海植物园,5103,舒适,2018/8/6 22:51
338948,上海科技馆,0,舒适,2018/8/6 22:51
338949,上海古猗园,0,舒适,2018/8/6 22:51
338950,上海鲁迅公园,361,舒适,2018/8/6 22:51
338951,上海影视乐园,200,舒适,2018/8/6 22:50
338952,上海老码头景区,207,舒适,2018/8/6 22:50
338953,上海月湖雕塑公园,0,舒适,2018/8/6 22:50
338954,上海鲁迅公园,366,舒适,2018/8/6 22:49
338955,上海植物园,5103,舒适,2018/8/6 22:49
338956,上海植物园,5103,舒适,2018/8/6 22:48
338957,上海田子坊景区,200,舒适,2018/8/6 22:48
338958,东方假日田园,0,舒适,2018/8/6 22:48
338959,上海大观园,3,舒适,2018/8/6 22:48
338960,上海植物园,5103,舒适,2018/8/6 22:47
338961,上海鲁迅公园,362,舒适,2018/8/6 22:47
338962,上海召稼楼景区,6685,一般,2018/8/6 22:47
338963,上海召稼楼景区,6685,一般,2018/8/6 22:47
338964,上海和平公园,2174,舒适,2018/8/6 22:47
338965,上海老码头景区,330,舒适,2018/8/6 22:47
338966,上海古猗园,0,舒适,2018/8/6 22:46
338967,上海植物园,5103,舒适,2018/8/6 22:46
338968,上海科技馆,0,舒适,2018/8/6 22:46
338969,上海嘉定州桥,60,舒适,2018/8/6 22:45
338970,上海鲁迅公园,359,舒适,2018/8/6 22:45
338971,上海植物园,5103,舒适,2018/8/6 22:45
338972,上海海湾国家森林公园,125,舒适,2018/8/6 22:45
338973,上海月湖雕塑公园,0,舒适,2018/8/6 22:45
338974,上海影视乐园,200,舒适,2018/8/6 22:45
338975,上海老码头景区,296,舒适,2018/8/6 22:44
338976,上海植物园,5103,舒适,2018/8/6 22:44
338977,上海世纪公园,871,舒适,2018/8/6 22:44
338978,上海大观园,3,舒适,2018/8/6 22:43
338979,上海田子坊景区,200,舒适,2018/8/6 22:43
338980,上海鲁迅公园,355,舒适,2018/8/6 22:43
338981,上海植物园,5103,舒适,2018/8/6 22:43
338982,东方假日田园,0,舒适,2018/8/6 22:43
338983,上海召稼楼景区,6685,一般,2018/8/6 22:42
338984,上海召稼楼景区,6685,一般,2018/8/6 22:42
338985,周浦花海,1156,较舒适,2018/8/6 22:42
338986,上海植物园,5103,舒适,2018/8/6 22:42
338987,上海召稼楼景区,6685,一般,2018/8/6 22:42
338988,上海植物园,5103,舒适,2018/8/6 22:41
338989,上海老码头景区,419,舒适,2018/8/6 22:41
338990,上海科技馆,0,舒适,2018/8/6 22:41
338991,上海鲁迅公园,356,舒适,2018/8/6 22:41
338992,上海植物园,5103,舒适,2018/8/6 22:40
338993,上海长风公园,0,舒适,2018/8/6 22:40
338994,上海古猗园,0,舒适,2018/8/6 22:40
338995,上海月湖雕塑公园,0,舒适,2018/8/6 22:40
338996,上海影视乐园,200,舒适,2018/8/6 22:40
338997,上海鲁迅公园,351,舒适,2018/8/6 22:39
338998,上海植物园,5103,舒适,2018/8/6 22:39
338999,上海大观园,3,舒适,2018/8/6 22:38
339000,上海老码头景区,242,舒适,2018/8/6 22:38
339001,东方假日田园,0,舒适,2018/8/6 22:38
339002,上海植物园,5103,舒适,2018/8/6 22:37
339003,上海鲁迅公园,347,舒适,2018/8/6 22:37
339004,上海召稼楼景区,6685,一般,2018/8/6 22:37
339005,上海召稼楼景区,6685,一般,2018/8/6 22:37
339006,上海田子坊景区,200,舒适,2018/8/6 22:37
339007,上海植物园,5103,舒适,2018/8/6 22:36
339008,上海和平公园,2174,舒适,2018/8/6 22:36
339009,上海科技馆,0,舒适,2018/8/6 22:36
339010,上海植物园,5103,舒适,2018/8/6 22:35
339011,上海鲁迅公园,347,舒适,2018/8/6 22:35
339012,朱家角古镇,700,舒适,2018/8/6 22:35
339013,上海古猗园,0,舒适,2018/8/6 22:35
339014,上海月湖雕塑公园,0,舒适,2018/8/6 22:35
339015,上海老码头景区,364,舒适,2018/8/6 22:35
339016,上海影视乐园,200,舒适,2018/8/6 22:35
339017,上海世纪公园,871,舒适,2018/8/6 22:34
339018,上海植物园,5103,舒适,2018/8/6 22:34
339019,上海植物园,5103,舒适,2018/8/6 22:33
339020,东方假日田园,0,舒适,2018/8/6 22:33
339021,上海大观园,3,舒适,2018/8/6 22:33
339022,上海鲁迅公园,336,舒适,2018/8/6 22:33
339023,上海田子坊景区,200,舒适,2018/8/6 22:32
339024,上海植物园,5103,舒适,2018/8/6 22:32
339025,上海老码头景区,487,舒适,2018/8/6 22:32
339026,周浦花海,1156,较舒适,2018/8/6 22:32
339027,上海鲁迅公园,335,舒适,2018/8/6 22:31
339028,上海古猗园,0,舒适,2018/8/6 22:31
339029,上海科技馆,0,舒适,2018/8/6 22:31
339030,上海植物园,5103,舒适,2018/8/6 22:31
339031,上海召稼楼景区,6685,一般,2018/8/6 22:31
339032,上海召稼楼景区,6685,一般,2018/8/6 22:31
339033,上海召稼楼景区,6685,一般,2018/8/6 22:31
339034,上海都市菜园景区,13,舒适,2018/8/6 22:30
339035,上海鲜花港,18,舒适,2018/8/6 22:30
339036,上海市青少年校外活动营地——东方绿舟,2231,舒适,2018/8/6 22:30
339037,上海影视乐园,200,舒适,2018/8/6 22:30
339038,碧海金沙景区,18,舒适,2018/8/6 22:30
339039,上海花米庄行乡村旅游景区,0,舒适,2018/8/6 22:30
339040,上海月湖雕塑公园,0,舒适,2018/8/6 22:30
339041,上海玉穗绿苑,0,舒适,2018/8/6 22:30
339042,上海中医药博物馆,75,舒适,2018/8/6 22:30
339043,上海海湾国家森林公园,125,舒适,2018/8/6 22:30
339044,上海嘉定州桥,34,舒适,2018/8/6 22:30
339045,上海植物园,5103,舒适,2018/8/6 22:30
339046,上海老码头景区,310,舒适,2018/8/6 22:29
339047,上海鲁迅公园,328,舒适,2018/8/6 22:29
339048,上海植物园,5103,舒适,2018/8/6 22:29
339049,上海植物园,5103,舒适,2018/8/6 22:28
339050,东方假日田园,0,舒适,2018/8/6 22:28
339051,上海大观园,3,舒适,2018/8/6 22:28
339052,上海鲁迅公园,322,舒适,2018/8/6 22:27
339053,上海召稼楼景区,6685,一般,2018/8/6 22:26
339054,上海植物园,5103,舒适,2018/8/6 22:26
339055,上海科技馆,0,舒适,2018/8/6 22:26
339056,上海和平公园,2174,舒适,2018/8/6 22:26
339057,上海田子坊景区,200,舒适,2018/8/6 22:26
339058,上海召稼楼景区,6685,一般,2018/8/6 22:26
339059,上海老码头景区,276,舒适,2018/8/6 22:26
339060,上海植物园,5103,舒适,2018/8/6 22:25
339061,上海鲁迅公园,316,舒适,2018/8/6 22:25
339062,上海古猗园,0,舒适,2018/8/6 22:25
339063,上海长风公园,0,舒适,2018/8/6 22:25
339064,上海月湖雕塑公园,0,舒适,2018/8/6 22:25
339065,上海影视乐园,200,舒适,2018/8/6 22:25
339066,上海世纪公园,871,舒适,2018/8/6 22:24
339067,上海植物园,5103,舒适,2018/8/6 22:24
339068,上海植物园,5103,舒适,2018/8/6 22:23
339069,上海鲁迅公园,316,舒适,2018/8/6 22:23
339070,上海老码头景区,399,舒适,2018/8/6 22:23
339071,东方假日田园,0,舒适,2018/8/6 22:23
339072,上海大观园,3,舒适,2018/8/6 22:23
339073,周浦花海,1156,较舒适,2018/8/6 22:22
339074,上海植物园,5103,舒适,2018/8/6 22:22
339075,上海植物园,5103,舒适,2018/8/6 22:21
339076,上海鲁迅公园,311,舒适,2018/8/6 22:21
339077,上海田子坊景区,200,舒适,2018/8/6 22:21
339078,上海召稼楼景区,6685,一般,2018/8/6 22:21
339079,上海科技馆,0,舒适,2018/8/6 22:21
339080,上海召稼楼景区,6685,一般,2018/8/6 22:21
339081,上海召稼楼景区,6685,一般,2018/8/6 22:21
339082,上海古猗园,0,舒适,2018/8/6 22:21
339083,上海植物园,5103,舒适,2018/8/6 22:20
339084,上海老码头景区,221,舒适,2018/8/6 22:20
339085,上海月湖雕塑公园,0,舒适,2018/8/6 22:20
339086,上海植物园,5103,舒适,2018/8/6 22:19
339087,上海影视乐园,200,舒适,2018/8/6 22:19
339088,上海鲁迅公园,317,舒适,2018/8/6 22:19
339089,上海植物园,5103,舒适,2018/8/6 22:18
339090,东方假日田园,0,舒适,2018/8/6 22:18
339091,上海大观园,3,舒适,2018/8/6 22:18
339092,上海鲁迅公园,325,舒适,2018/8/6 22:17
339093,上海植物园,5103,舒适,2018/8/6 22:17
339094,上海老码头景区,344,舒适,2018/8/6 22:17
339095,上海科技馆,0,舒适,2018/8/6 22:16
339096,上海召稼楼景区,6685,一般,2018/8/6 22:16
339097,上海植物园,5103,舒适,2018/8/6 22:16
339098,上海召稼楼景区,6685,一般,2018/8/6 22:16
339099,上海和平公园,2174,舒适,2018/8/6 22:16
339100,上海鲁迅公园,324,舒适,2018/8/6 22:15
339101,朱家角古镇,700,舒适,2018/8/6 22:15
339102,上海田子坊景区,200,舒适,2018/8/6 22:15
339103,上海植物园,5103,舒适,2018/8/6 22:15
339104,上海嘉定州桥,44,舒适,2018/8/6 22:15
339105,上海古猗园,0,舒适,2018/8/6 22:15
339106,上海海湾国家森林公园,125,舒适,2018/8/6 22:15
339107,上海老码头景区,467,舒适,2018/8/6 22:14
339108,上海世纪公园,871,舒适,2018/8/6 22:14
339109,上海月湖雕塑公园,0,舒适,2018/8/6 22:14
339110,上海影视乐园,200,舒适,2018/8/6 22:14
339111,上海植物园,5103,舒适,2018/8/6 22:13
339112,东方假日田园,0,舒适,2018/8/6 22:13
339113,上海大观园,3,舒适,2018/8/6 22:13
339114,上海鲁迅公园,324,舒适,2018/8/6 22:13
339115,上海植物园,5103,舒适,2018/8/6 22:12
339116,周浦花海,1156,较舒适,2018/8/6 22:12
339117,上海国际旅游度假区,23703,舒适,2018/8/6 22:12
339118,上海召稼楼景区,6685,一般,2018/8/6 22:11
339119,上海召稼楼景区,6685,一般,2018/8/6 22:11
339120,上海老码头景区,433,舒适,2018/8/6 22:11
339121,上海鲁迅公园,327,舒适,2018/8/6 22:11
339122,上海科技馆,0,舒适,2018/8/6 22:11
339123,上海植物园,5103,舒适,2018/8/6 22:11
339124,上海植物园,5103,舒适,2018/8/6 22:10
339125,上海古猗园,0,舒适,2018/8/6 22:10
339126,上海长风公园,0,舒适,2018/8/6 22:10
339127,上海田子坊景区,200,舒适,2018/8/6 22:10
339128,上海植物园,5103,舒适,2018/8/6 22:09
339129,上海月湖雕塑公园,0,舒适,2018/8/6 22:09
339130,上海影视乐园,200,舒适,2018/8/6 22:09
339131,上海鲁迅公园,319,舒适,2018/8/6 22:09
339132,上海植物园,5103,舒适,2018/8/6 22:08
339133,东方假日田园,0,舒适,2018/8/6 22:08
339134,上海老码头景区,256,舒适,2018/8/6 22:08
339135,上海大观园,3,舒适,2018/8/6 22:08
339136,上海鲁迅公园,315,舒适,2018/8/6 22:07
339137,上海植物园,5103,舒适,2018/8/6 22:07
339138,上海植物园,5103,舒适,2018/8/6 22:06
339139,上海科技馆,0,舒适,2018/8/6 22:06
339140,上海召稼楼景区,6685,一般,2018/8/6 22:06
339141,上海和平公园,2174,舒适,2018/8/6 22:06
339142,上海召稼楼景区,6685,一般,2018/8/6 22:06
339143,上海召稼楼景区,6685,一般,2018/8/6 22:06
339144,上海植物园,5103,舒适,2018/8/6 22:05
339145,上海古猗园,0,舒适,2018/8/6 22:05
339146,上海老码头景区,379,舒适,2018/8/6 22:05
339147,上海鲁迅公园,322,舒适,2018/8/6 22:05
339148,上海植物园,5103,舒适,2018/8/6 22:04
339149,上海田子坊景区,200,舒适,2018/8/6 22:04
339150,上海世纪公园,871,舒适,2018/8/6 22:04
339151,上海月湖雕塑公园,0,舒适,2018/8/6 22:04
339152,上海影视乐园,200,舒适,2018/8/6 22:04
339153,上海鲁迅公园,322,舒适,2018/8/6 22:03
339154,东方假日田园,0,舒适,2018/8/6 22:03
339155,上海大观园,3,舒适,2018/8/6 22:03
339156,上海植物园,5103,舒适,2018/8/6 22:02
339157,周浦花海,1156,较舒适,2018/8/6 22:02
339158,上海老码头景区,201,舒适,2018/8/6 22:02
339159,上海科技馆,0,舒适,2018/8/6 22:01
339160,上海植物园,5103,舒适,2018/8/6 22:01
339161,上海召稼楼景区,6685,一般,2018/8/6 22:01
339162,上海召稼楼景区,6685,一般,2018/8/6 22:01
339163,上海鲁迅公园,325,舒适,2018/8/6 22:01
339164,上海植物园,5103,舒适,2018/8/6 22:00
339165,上海鲜花港,18,舒适,2018/8/6 22:00
339166,上海市青少年校外活动营地——东方绿舟,2231,舒适,2018/8/6 22:00
339167,碧海金沙景区,18,舒适,2018/8/6 22:00
339168,上海花米庄行乡村旅游景区,0,舒适,2018/8/6 22:00
339169,上海古猗园,0,舒适,2018/8/6 22:00
339170,上海中医药博物馆,75,舒适,2018/8/6 22:00
